Apr  9 04:00:00 VPX-13 newsyslog[72292]: logfile turned over due to size>100K
Apr  9 04:36:04 <local0.info> 192.168.101.5 04/09/2021:04:36:04 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76675 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:36:19 <local0.debug> 192.168.101.5 04/09/2021:04:36:19 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88531 0 :  SPCBId 12593 - ClientIP 192.168.101.101 - ClientPort 51929 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:36:19 <local0.info> 192.168.101.5 04/09/2021:04:36:19 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88532 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76676 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat ssl" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76677 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol http" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76678 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol tcp" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88533 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol udp" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76679 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat lb vserver" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88534 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat system" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76680 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol icmp" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88535 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat ssl vserver" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88536 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol ipv6" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76681 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol ip" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76682 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat cmp" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88537 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol icmpv6" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88538 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat cs vserver" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76683 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat interface" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88539 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat authentication vserver" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76684 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat gslb vserver" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76685 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat vpn vserver" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76686 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat cr vserver" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88540 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat aaa" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76687 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat ns globalcntr -counters allnic_err_rl_pkt_drops allnic_err_rl_cpu_pkt_drops allnic_err_rl_pps_pkt_drops allnic_err_rl_rate_pkt_drops rl_tot_ssl_rl_enforced rl_tot_ssl_rl_data_limited rl_tot_ssl_rl_sess_limited" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76688 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat service" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76689 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_dns-tcp_53_marigold.local" - Status "Success" 
Apr  9 04:36:32 <local0.info> 192.168.101.5 04/09/2021:04:36:32 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88541 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat ns" - Status "Success" 
Apr  9 04:36:33 <local0.info> 192.168.101.5 04/09/2021:04:36:33 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88542 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_SSL_BRIDGE_444_CVAD" - Status "Success" 
Apr  9 04:36:33 <local0.info> 192.168.101.5 04/09/2021:04:36:33 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76690 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_HTTPS_443_CVAD" - Status "Success" 
Apr  9 04:36:33 <local0.info> 192.168.101.5 04/09/2021:04:36:33 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88543 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_HTTP_80_CVAD" - Status "Success" 
Apr  9 04:36:33 <local0.info> 192.168.101.5 04/09/2021:04:36:33 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76691 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_ntp-udp_53_marigold.local" - Status "Success" 
Apr  9 04:36:33 <local0.info> 192.168.101.5 04/09/2021:04:36:33 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88544 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_HTTP_ITM_API" - Status "Success" 
Apr  9 04:36:33 <local0.info> 192.168.101.5 04/09/2021:04:36:33 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76692 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_dns-udp_53_marigold.local" - Status "Success" 
Apr  9 04:36:33 <local0.info> 192.168.101.5 04/09/2021:04:36:33 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88545 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_HTTPS_443_CRL-Refresh" - Status "Success" 
Apr  9 04:36:33 <local0.info> 192.168.101.5 04/09/2021:04:36:33 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76693 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_ldap_ssl_tcp_636" - Status "Success" 
Apr  9 04:36:33 <local0.debug> 192.168.101.5 04/09/2021:04:36:33 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76694 0 :  SPCBId 14720 - ClientIP 192.168.101.101 - ClientPort 51955 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 4 ms 
Apr  9 04:36:33 <local0.info> 192.168.101.5 04/09/2021:04:36:33 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76695 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:36:47 <local0.debug> 192.168.101.5 04/09/2021:04:36:47 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76696 0 :  SPCBId 14721 - ClientIP 192.168.101.101 - ClientPort 51971 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:36:47 <local0.info> 192.168.101.5 04/09/2021:04:36:47 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88546 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:36:54 <local0.debug> 192.168.101.5 04/09/2021:04:36:54 GMT VPX-13 0-PPE-0 : default AAA Message 88547 0 :  "AAA LOGIN DHT: put operation returned <0>, user: <nsroot>" 
Apr  9 04:36:54 <local0.debug> 192.168.101.5 04/09/2021:04:36:54 GMT VPX-13 0-PPE-0 : default AAA Message 88548 0 :  "successfully get user login entry from dht 1" 
Apr  9 04:36:54 <local0.debug> 192.168.101.5 04/09/2021:04:36:54 GMT VPX-13 0-PPE-0 : default AAA Message 88549 0 :  "rba authentication : user nsroot response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 100000000 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 1" 
Apr  9 04:36:54 <local0.info> 192.168.101.5 04/09/2021:04:36:54 GMT VPX-13 0-PPE-0 : default AAA Message 88550 0 :  "AAA LOGIN DHT: updating entry for user: <nsroot>, flags=0x6, otp=<0>" 
Apr  9 04:36:54 <local0.info> 192.168.101.5 04/09/2021:04:36:54 GMT VPX-13 0-PPE-0 : default AAA Message 88551 0 :  "AAA LOGIN DHT: updated entry for user: <nsroot>, flags=0x0, cur attempts=<0> max attempts=<0>, lock duration=<1>" 
Apr  9 04:36:54 <local0.debug> 192.168.101.5 04/09/2021:04:36:54 GMT VPX-13 0-PPE-0 : default AAA Message 88552 0 :  "AAA LOGIN DHT: update operation returned <0>, user: <nsroot>" 
Apr  9 04:36:54 <local0.info> 192.168.101.5 04/09/2021:04:36:54 GMT VPX-13 0-PPE-0 : default CLI CMD_EXECUTED 88553 0 :  User nsroot - Remote_ip  - Command "login nsroot "********"" - Status "Success" 
Apr  9 04:36:54 <local0.info> 192.168.101.5 04/09/2021:04:36:54 GMT VPX-13 0-PPE-0 : default CLI CMD_EXECUTED 88554 0 :  User nsroot - Remote_ip  - Command "sftp-server" - Status "Success" 
Apr  9 04:37:00 <local0.debug> 192.168.101.5 04/09/2021:04:37:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76697 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:37:00 <local0.debug> 192.168.101.5 04/09/2021:04:37:00 GMT VPX-13 0-PPE-1 : default AAA Message 76698 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:37:00 <local0.debug> 192.168.101.5 04/09/2021:04:37:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76699 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:37:00 <local0.debug> 192.168.101.5 04/09/2021:04:37:00 GMT VPX-13 0-PPE-1 : default AAA Message 76700 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:37:00 <local0.debug> 192.168.101.5 04/09/2021:04:37:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76701 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:37:00 <local0.debug> 192.168.101.5 04/09/2021:04:37:00 GMT VPX-13 0-PPE-1 : default AAA Message 76702 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:37:01 <local0.debug> 192.168.101.5 04/09/2021:04:37:01 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88555 0 :  SPCBId 12594 - ClientIP 192.168.101.101 - ClientPort 52201 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:37:01 <local0.info> 192.168.101.5 04/09/2021:04:37:01 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88556 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:37:15 <local0.debug> 192.168.101.5 04/09/2021:04:37:15 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76703 0 :  SPCBId 14722 - ClientIP 192.168.101.101 - ClientPort 52425 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:37:15 <local0.info> 192.168.101.5 04/09/2021:04:37:15 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76704 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:37:29 <local0.debug> 192.168.101.5 04/09/2021:04:37:29 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88557 0 :  SPCBId 12595 - ClientIP 192.168.101.101 - ClientPort 52462 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 4 ms 
Apr  9 04:37:29 <local0.info> 192.168.101.5 04/09/2021:04:37:29 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76705 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:37:43 <local0.debug> 192.168.101.5 04/09/2021:04:37:43 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88558 0 :  SPCBId 12596 - ClientIP 192.168.101.101 - ClientPort 52692 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:37:43 <local0.info> 192.168.101.5 04/09/2021:04:37:43 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88559 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:37:57 <local0.debug> 192.168.101.5 04/09/2021:04:37:57 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88560 0 :  SPCBId 12597 - ClientIP 192.168.101.101 - ClientPort 52712 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 2 ms 
Apr  9 04:37:57 <local0.info> 192.168.101.5 04/09/2021:04:37:57 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76706 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:37:58 <local0.debug> 192.168.101.5 04/09/2021:04:37:58 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76707 0 :  "CVPN_V2_DHT : ns_cvpn_v2_cookie_jar_dht_entry_cleanup" 
Apr  9 04:37:58 <local0.debug> 192.168.101.5 04/09/2021:04:37:58 GMT VPX-13 0-PPE-0 : default SSLVPN Message 88561 0 :  "CVPN_V2_DHT : ns_cvpn_v2_cookie_jar_dht_entry_cleanup" 
Apr  9 04:38:00 <local0.debug> 192.168.101.5 04/09/2021:04:38:00 GMT VPX-13 0-PPE-0 : default SSLVPN Message 88562 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:38:00 <local0.debug> 192.168.101.5 04/09/2021:04:38:00 GMT VPX-13 0-PPE-0 : default AAA Message 88563 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:38:00 <local0.debug> 192.168.101.5 04/09/2021:04:38:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76708 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:38:00 <local0.debug> 192.168.101.5 04/09/2021:04:38:00 GMT VPX-13 0-PPE-1 : default AAA Message 76709 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:38:00 <local0.debug> 192.168.101.5 04/09/2021:04:38:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76710 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:38:00 <local0.debug> 192.168.101.5 04/09/2021:04:38:00 GMT VPX-13 0-PPE-1 : default AAA Message 76711 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:38:11 <local0.debug> 192.168.101.5 04/09/2021:04:38:11 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76712 0 :  SPCBId 14723 - ClientIP 192.168.101.101 - ClientPort 52939 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:38:11 <local0.info> 192.168.101.5 04/09/2021:04:38:11 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76713 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:38:25 <local0.debug> 192.168.101.5 04/09/2021:04:38:25 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76714 0 :  SPCBId 14724 - ClientIP 192.168.101.101 - ClientPort 52950 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:38:25 <local0.info> 192.168.101.5 04/09/2021:04:38:25 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76715 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:38:39 <local0.debug> 192.168.101.5 04/09/2021:04:38:39 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88564 0 :  SPCBId 12598 - ClientIP 192.168.101.101 - ClientPort 53201 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:38:39 <local0.info> 192.168.101.5 04/09/2021:04:38:39 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76716 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:38:53 <local0.debug> 192.168.101.5 04/09/2021:04:38:53 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76717 0 :  SPCBId 14725 - ClientIP 192.168.101.101 - ClientPort 53215 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:38:53 <local0.info> 192.168.101.5 04/09/2021:04:38:53 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88565 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:39:00 <local0.debug> 192.168.101.5 04/09/2021:04:39:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76718 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:39:00 <local0.debug> 192.168.101.5 04/09/2021:04:39:00 GMT VPX-13 0-PPE-1 : default AAA Message 76719 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:39:00 <local0.debug> 192.168.101.5 04/09/2021:04:39:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76720 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:39:00 <local0.debug> 192.168.101.5 04/09/2021:04:39:00 GMT VPX-13 0-PPE-1 : default AAA Message 76721 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:39:00 <local0.debug> 192.168.101.5 04/09/2021:04:39:00 GMT VPX-13 0-PPE-0 : default SSLVPN Message 88566 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:39:00 <local0.debug> 192.168.101.5 04/09/2021:04:39:00 GMT VPX-13 0-PPE-0 : default AAA Message 88567 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:39:07 <local0.debug> 192.168.101.5 04/09/2021:04:39:07 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88568 0 :  SPCBId 12599 - ClientIP 192.168.101.101 - ClientPort 53450 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 3 ms 
Apr  9 04:39:08 <local0.info> 192.168.101.5 04/09/2021:04:39:08 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76722 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:39:22 <local0.debug> 192.168.101.5 04/09/2021:04:39:22 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88569 0 :  SPCBId 12600 - ClientIP 192.168.101.101 - ClientPort 53461 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:39:22 <local0.info> 192.168.101.5 04/09/2021:04:39:22 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88570 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:39:25 <local0.info> 192.168.101.5 04/09/2021:04:39:25 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 88571 0 :  Monitor DBSMonServiceBinding_login.microsoftonline.com:443_(tcp-default)(vpndbssvc_1339998057) - State UP 
Apr  9 04:39:26 <local0.info> 192.168.101.5 04/09/2021:04:39:26 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 88572 0 :  Monitor DBSMonServiceBinding_login.microsoftonline.com:443_(tcp-default)(vpndbssvc_1339998057) - State UP 
Apr  9 04:39:36 <local0.debug> 192.168.101.5 04/09/2021:04:39:36 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88573 0 :  SPCBId 12601 - ClientIP 192.168.101.101 - ClientPort 53694 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:39:36 <local0.info> 192.168.101.5 04/09/2021:04:39:36 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88574 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:39:49 <local0.err> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88575 0 :  "Runtime error: Extension weeknumofyear, line 10: attempt to update or create a global" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88576 0 :  "TRACE weeknumofyear CALL 3 : CALL WEEKNUMOFYEAR; self = "Fri, 09 Apr 2021 04:39:49 GMT"" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88577 0 :  "TRACE weeknumofyear CALL 3 : LINE 15; getYearBeginDayOfWeek = function 0x139989a80" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88578 0 :  "TRACE weeknumofyear CALL 3 : LINE 32; getDayAdd = function 0x146789600" 
Apr  9 04:39:49 <local0.debug> 192.168.101.5 04/09/2021:04:39:49 GMT VPX-13 0-PPE-0 : default NSEXTENSION Message 88579 0 :  "TRACE weeknumofyear CALL 3 : LINE 65; getWeekNumberOfYear = function 0x14678f180" 
